student_id,profile_type,week,lms_logins,submission_delay,attendance,sentiment_score,activity_variance,burnout_label,dropout_label
272,sudden_disengagement,3,18.06,3.78,92.84,0.394,4.35,Low,0
272,sudden_disengagement,4,19.63,5.98,90.55,0.58,2.18,Low,0
272,sudden_disengagement,5,20.02,2.51,91.81,0.297,4.13,Low,0
272,sudden_disengagement,6,19.85,6.16,85.13,0.664,3.07,Low,0
272,sudden_disengagement,7,8.13,23.26,42.05,0.012,3.61,High,0
272,sudden_disengagement,8,4.36,17.38,48.59,0.021,3.06,High,0
272,sudden_disengagement,9,5.74,14.92,29.71,-0.393,3.56,High,1
272,sudden_disengagement,10,4.43,23.25,41.64,-0.299,4.0,High,1
272,sudden_disengagement,11,4.06,19.49,54.0,-0.45,1.08,High,1
272,sudden_disengagement,12,3.78,12.16,30.47,-0.101,1.93,High,1
272,sudden_disengagement,13,2.19,20.63,31.1,-0.296,1.77,High,1
272,sudden_disengagement,14,9.02,14.96,34.17,-0.051,3.63,High,1
272,sudden_disengagement,15,8.73,22.59,44.36,-0.034,4.81,High,1
272,sudden_disengagement,16,6.5,16.29,31.88,-0.027,4.64,High,1
273,consistent,1,22.23,1.79,82.7,0.455,2.91,Low,0
273,consistent,2,21.85,0.0,83.83,0.286,2.39,Low,0
273,consistent,3,22.88,0.0,84.86,0.358,4.86,Low,0
273,consistent,4,20.8,0.36,91.64,0.501,4.0,Low,0
273,consistent,5,22.02,0.0,86.51,0.366,4.42,Low,0
273,consistent,6,23.91,0.0,90.88,0.389,2.9,Low,0
273,consistent,7,25.43,0.52,88.05,0.35,3.97,Low,0
273,consistent,8,20.12,0.49,87.12,0.715,2.9,Low,0
273,consistent,9,21.03,0.0,85.93,0.309,1.98,Low,0
273,consistent,10,24.37,0.0,83.71,0.496,2.22,Low,0
273,consistent,11,23.76,2.13,89.39,0.296,2.38,Low,0
273,consistent,12,23.84,0.93,85.65,0.202,2.84,Low,0
273,consistent,13,25.65,0.0,88.17,0.39,1.98,Low,0
273,consistent,14,24.37,3.16,87.16,0.195,1.91,Low,0
273,consistent,15,19.49,0.0,83.4,0.448,3.31,Low,0
273,consistent,16,22.0,0.04,83.24,0.6,4.73,Low,0
274,consistent,1,19.24,3.4,97.01,0.639,4.79,Low,0
274,consistent,2,19.56,0.0,80.29,0.516,1.11,Low,0
274,consistent,3,18.21,1.81,91.6,0.684,3.18,Low,0
274,consistent,4,17.78,1.64,84.96,0.703,3.64,Low,0
274,consistent,5,19.35,1.65,80.03,0.468,3.99,Low,0
274,consistent,6,13.89,0.33,91.37,0.738,2.93,Low,0
274,consistent,7,18.03,0.0,86.29,0.562,3.39,Low,0
274,consistent,8,21.35,4.93,85.75,0.727,3.42,Low,0
274,consistent,9,21.16,0.0,89.74,0.755,1.77,Low,0
274,consistent,10,21.32,1.34,84.26,0.591,2.63,Low,0
274,consistent,11,20.27,0.0,87.17,0.721,3.94,Low,0
274,consistent,12,10.91,2.6,84.87,0.658,4.78,Medium,0
274,consistent,13,17.8,1.83,85.52,0.702,2.83,Low,0
274,consistent,14,16.62,2.86,88.85,0.897,3.29,Low,0
274,consistent,15,19.77,4.02,84.48,0.762,2.72,Low,0
274,consistent,16,17.94,2.02,88.95,0.584,1.52,Low,0
275,consistent,1,22.22,3.1,97.12,0.703,4.16,Low,0
275,consistent,2,22.13,0.77,99.44,0.56,4.13,Low,0
275,consistent,3,22.93,4.53,100.0,0.637,3.79,Low,0
275,consistent,4,20.06,2.29,100.0,0.702,4.42,Low,0
275,consistent,5,25.21,2.67,100.0,0.534,1.11,Low,0
275,consistent,6,25.89,3.02,99.6,0.453,2.27,Low,0
275,consistent,7,29.85,4.65,98.84,0.681,3.28,Low,0
275,consistent,8,22.72,3.25,95.15,0.488,1.93,Low,0
275,consistent,9,23.32,0.0,100.0,0.698,1.57,Low,0
275,consistent,10,22.9,1.61,100.0,0.568,3.32,Low,0
275,consistent,11,22.1,1.1,100.0,0.665,2.35,Low,0
275,consistent,12,25.6,1.47,100.0,0.57,1.17,Low,0
275,consistent,13,23.4,5.52,98.47,0.58,1.99,Low,0
275,consistent,14,22.25,0.05,100.0,0.592,1.84,Low,0
275,consistent,15,26.6,1.6,97.8,0.76,1.47,Low,0
275,consistent,16,24.09,0.0,94.35,0.735,3.77,Low,0
276,consistent,1,22.6,0.0,98.54,0.774,3.3,Low,0
276,consistent,2,20.42,2.13,96.86,0.744,3.35,Low,0
276,consistent,3,19.97,3.79,99.0,0.813,1.17,Low,0
276,consistent,4,21.3,0.0,96.98,0.597,4.68,Low,0
276,consistent,5,19.77,3.42,99.48,0.842,2.14,Low,0
276,consistent,6,19.38,3.28,95.92,0.828,3.14,Low,0
276,consistent,7,18.99,3.14,95.97,0.641,3.47,Low,0
276,consistent,8,23.29,0.0,100.0,0.858,2.25,Low,0
276,consistent,9,23.64,1.1,96.71,0.799,1.34,Low,0
276,consistent,10,16.93,2.91,99.76,0.69,3.71,Low,0
276,consistent,11,21.33,0.89,97.37,0.685,2.59,Low,0
276,consistent,12,20.87,1.87,97.71,0.805,2.1,Low,0
276,consistent,13,21.96,1.08,100.0,0.726,3.2,Low,0
276,consistent,14,20.71,4.7,95.12,0.527,1.16,Low,0
276,consistent,15,19.83,0.0,95.89,0.792,1.58,Low,0
276,consistent,16,19.04,0.0,96.95,0.575,2.68,Low,0
277,gradual_burnout,1,20.2,5.23,93.09,0.453,4.64,Low,0
277,gradual_burnout,2,20.76,0.83,90.54,0.426,1.17,Low,0
277,gradual_burnout,3,17.11,4.95,89.85,0.272,3.42,Low,0
277,gradual_burnout,4,15.3,4.39,90.04,0.283,1.34,Low,0
277,gradual_burnout,5,17.8,5.4,94.47,0.278,4.67,Low,0
277,gradual_burnout,6,18.42,7.3,87.19,0.293,4.72,Low,0
277,gradual_burnout,7,16.33,4.84,92.19,0.337,4.86,Low,0
277,gradual_burnout,8,21.51,6.86,91.24,0.388,2.01,Low,0
277,gradual_burnout,9,16.25,7.9,87.03,-0.008,2.37,Low,0
277,gradual_burnout,10,17.37,6.51,83.88,0.04,2.57,Low,0
277,gradual_burnout,11,19.36,4.34,80.64,0.219,4.88,Low,0
277,gradual_burnout,12,15.94,8.74,85.35,0.135,2.94,Low,0
277,gradual_burnout,13,15.23,9.2,84.86,0.061,2.59,Low,0
277,gradual_burnout,14,16.33,11.05,83.82,0.026,1.65,Low,0
277,gradual_burnout,15,16.04,10.97,76.61,-0.054,3.95,Low,0
277,gradual_burnout,16,12.72,10.42,83.11,0.018,4.94,Low,0
278,gradual_burnout,1,18.8,3.58,92.34,0.396,1.09,Low,0
278,gradual_burnout,2,16.86,3.75,88.57,0.301,1.69,Low,0
278,gradual_burnout,3,19.26,3.33,85.19,0.166,2.0,Low,0
278,gradual_burnout,4,19.94,2.88,93.65,0.372,4.5,Low,0
278,gradual_burnout,5,16.09,6.15,86.69,0.299,3.22,Low,0
278,gradual_burnout,6,13.78,1.81,84.38,0.172,1.78,Low,0
278,gradual_burnout,7,18.59,2.67,91.46,0.293,2.57,Low,0
278,gradual_burnout,8,18.46,2.27,84.39,0.113,1.27,Low,0
278,gradual_burnout,9,17.3,3.27,80.32,0.153,3.06,Low,0
278,gradual_burnout,10,11.37,4.63,83.24,-0.019,4.3,Medium,0
278,gradual_burnout,11,15.49,7.15,81.8,-0.005,3.75,Low,0
278,gradual_burnout,12,14.35,5.6,89.14,0.052,3.05,Low,0
278,gradual_burnout,13,16.93,6.23,83.68,-0.309,1.77,Low,0
278,gradual_burnout,14,9.76,5.46,89.71,0.039,3.06,Medium,0
278,gradual_burnout,15,8.29,6.37,74.64,-0.097,1.91,Medium,0
278,gradual_burnout,16,5.5,9.46,76.85,-0.342,1.97,Medium,0
279,consistent,1,28.46,3.1,100.0,0.49,3.28,Low,0
279,consistent,2,27.15,3.56,99.6,0.277,2.88,Low,0
279,consistent,3,24.09,2.56,100.0,0.43,4.87,Low,0
279,consistent,4,24.45,0.36,100.0,0.231,4.09,Low,0
279,consistent,5,20.38,5.6,100.0,0.459,1.09,Low,0
279,consistent,6,23.19,1.79,94.14,0.492,1.07,Low,0
279,consistent,7,24.31,3.55,98.57,0.369,1.41,Low,0
279,consistent,8,25.09,6.08,96.2,0.381,4.45,Low,0
279,consistent,9,25.64,4.93,95.22,0.41,2.72,Low,0
279,consistent,10,24.2,1.34,96.75,0.27,4.06,Low,0
279,consistent,11,21.75,2.07,96.3,0.393,1.68,Low,0
279,consistent,12,20.51,1.34,95.24,0.35,2.44,Low,0
279,consistent,13,23.23,0.55,100.0,0.41,1.28,Low,0
279,consistent,14,23.3,4.59,100.0,0.346,3.83,Low,0
279,consistent,15,25.58,2.54,100.0,0.408,4.22,Low,0
279,consistent,16,27.39,3.18,96.08,0.255,1.51,Low,0
280,gradual_burnout,1,22.17,5.94,85.74,0.455,3.65,Low,0
280,gradual_burnout,2,16.04,1.46,87.06,0.411,4.12,Low,0
280,gradual_burnout,3,17.37,5.93,83.69,0.624,4.68,Low,0
280,gradual_burnout,4,20.47,3.98,91.45,0.522,4.4,Low,0
280,gradual_burnout,5,17.36,6.42,76.13,0.392,2.27,Low,0
280,gradual_burnout,6,18.6,3.19,85.12,0.36,1.51,Low,0
280,gradual_burnout,7,21.33,3.15,87.9,0.143,3.69,Low,0
280,gradual_burnout,8,16.3,7.5,79.96,0.266,3.53,Low,0
280,gradual_burnout,9,14.02,2.97,87.74,0.429,3.23,Low,0
280,gradual_burnout,10,18.62,3.22,83.11,0.256,4.13,Low,0
280,gradual_burnout,11,17.02,9.01,80.7,0.31,2.17,Low,0
280,gradual_burnout,12,12.0,10.47,79.21,0.173,2.25,Low,0
280,gradual_burnout,13,13.17,6.49,77.85,0.206,1.01,Low,0
280,gradual_burnout,14,14.26,4.84,82.15,-0.022,2.93,Low,0
280,gradual_burnout,15,7.8,8.45,73.67,-0.164,4.37,Medium,0
280,gradual_burnout,16,13.81,8.07,72.19,-0.194,2.75,Low,0
281,sudden_disengagement,1,14.66,2.48,86.19,0.217,2.21,Low,0
281,sudden_disengagement,2,22.13,4.96,85.31,0.401,2.17,Low,0
281,sudden_disengagement,3,17.73,3.31,89.55,0.073,4.0,Low,0
281,sudden_disengagement,4,18.06,4.14,91.81,0.204,1.36,Low,0
281,sudden_disengagement,5,14.87,2.16,91.31,0.227,3.37,Low,0
281,sudden_disengagement,6,16.2,0.0,86.72,0.143,4.89,Low,0
281,sudden_disengagement,7,17.95,2.86,88.25,0.365,2.46,Low,0
281,sudden_disengagement,8,19.82,3.74,87.52,0.168,1.07,Low,0
281,sudden_disengagement,9,18.0,0.0,90.37,0.255,3.53,Low,0
281,sudden_disengagement,10,0.8,19.26,22.22,-0.315,1.53,High,1
281,sudden_disengagement,11,7.03,21.12,29.14,-0.73,1.3,High,1
281,sudden_disengagement,12,7.52,18.19,46.08,-0.851,4.78,High,1
281,sudden_disengagement,13,5.11,15.6,39.46,-0.702,2.52,High,1
281,sudden_disengagement,14,11.53,22.01,37.49,-0.633,2.63,High,1
281,sudden_disengagement,15,7.46,18.02,47.18,-0.621,4.14,High,1
281,sudden_disengagement,16,3.9,21.21,53.71,-0.683,2.11,High,1
282,gradual_burnout,1,14.02,0.7,84.64,0.342,4.7,Low,0
282,gradual_burnout,2,16.37,1.65,81.35,0.098,4.62,Low,0
282,gradual_burnout,3,18.87,2.08,88.64,0.442,4.7,Low,0
282,gradual_burnout,4,13.94,5.78,87.47,0.331,3.45,Low,0
282,gradual_burnout,5,13.44,1.93,82.16,0.165,4.37,Low,0
282,gradual_burnout,6,14.42,2.88,88.71,0.192,3.89,Low,0
282,gradual_burnout,7,15.03,5.08,80.63,0.134,2.06,Low,0
282,gradual_burnout,8,10.35,6.33,84.52,0.152,4.36,Medium,0
282,gradual_burnout,9,8.28,5.85,80.92,0.11,3.29,Medium,0
282,gradual_burnout,10,10.83,5.13,80.81,0.281,1.37,Medium,0
282,gradual_burnout,11,8.97,5.97,81.34,0.178,2.29,Medium,0
282,gradual_burnout,12,8.41,10.41,79.03,0.199,4.4,Medium,0
282,gradual_burnout,13,5.8,5.37,73.54,-0.147,4.49,Medium,0
282,gradual_burnout,14,4.16,8.07,74.19,-0.218,2.77,High,0
282,gradual_burnout,15,7.25,6.02,71.23,-0.312,1.38,Medium,0
282,gradual_burnout,16,8.56,3.87,77.7,-0.108,1.22,Medium,0
283,consistent,1,22.95,0.0,91.3,0.707,4.88,Low,0
283,consistent,2,23.02,0.0,96.45,0.799,1.26,Low,0
283,consistent,3,24.43,0.08,96.74,0.808,4.78,Low,0
283,consistent,4,26.06,4.75,94.97,0.963,4.77,Low,0
283,consistent,5,22.25,4.3,93.57,0.605,3.81,Low,0
283,consistent,6,23.04,1.81,91.54,0.88,4.68,Low,0
283,consistent,7,20.88,1.05,94.78,0.734,4.1,Low,0
283,consistent,8,23.36,5.27,95.41,0.82,3.8,Low,0
283,consistent,9,27.13,0.08,92.45,0.864,3.09,Low,0
283,consistent,10,21.83,0.0,88.68,0.719,2.7,Low,0
283,consistent,11,20.51,1.59,94.51,0.777,3.57,Low,0
283,consistent,12,21.76,3.82,89.69,0.764,4.66,Low,0
283,consistent,13,21.51,3.04,91.25,0.794,2.7,Low,0
283,consistent,14,20.08,0.82,95.9,0.865,4.21,Low,0
283,consistent,15,23.71,0.18,89.66,0.77,2.65,Low,0
283,consistent,16,19.65,0.71,93.39,0.645,2.37,Low,0
284,gradual_burnout,1,19.34,1.36,91.57,0.117,4.82,Low,0
284,gradual_burnout,2,15.68,2.51,88.67,0.242,4.86,Low,0
284,gradual_burnout,3,20.4,3.06,90.3,0.303,1.04,Low,0
284,gradual_burnout,4,16.34,0.05,86.09,-0.067,1.51,Low,0
284,gradual_burnout,5,17.36,0.0,89.68,0.083,4.34,Low,0
284,gradual_burnout,6,15.83,3.54,88.67,0.177,2.19,Low,0
284,gradual_burnout,7,14.28,1.84,85.37,0.026,2.08,Low,0
284,gradual_burnout,8,19.74,6.18,86.41,-0.038,3.88,Low,0
284,gradual_burnout,9,18.2,3.63,85.07,-0.118,2.55,Low,0
284,gradual_burnout,10,17.55,6.35,82.74,-0.107,2.78,Low,0
284,gradual_burnout,11,16.18,7.28,85.63,-0.276,2.41,Low,0
284,gradual_burnout,12,16.3,5.34,83.98,-0.04,1.91,Low,0
284,gradual_burnout,13,13.72,8.12,80.02,-0.062,1.33,Low,0
284,gradual_burnout,14,19.33,7.22,85.12,-0.201,4.86,Low,0
284,gradual_burnout,15,13.83,10.53,75.55,-0.201,4.88,Low,0
284,gradual_burnout,16,11.89,7.31,69.66,-0.244,4.45,Medium,0
285,chronic_low,1,11.2,11.24,73.13,-0.234,3.17,Medium,0
285,chronic_low,2,13.99,7.15,72.86,-0.257,1.46,Low,0
285,chronic_low,3,13.81,6.67,73.85,-0.12,1.02,Low,0
285,chronic_low,4,11.67,6.96,75.53,-0.128,4.19,Medium,0
285,chronic_low,5,17.16,3.02,66.77,-0.422,3.35,Medium,0
285,chronic_low,6,17.15,13.31,69.83,-0.589,3.51,High,0
285,chronic_low,7,10.54,8.93,79.79,0.204,4.13,Medium,0
285,chronic_low,8,8.57,13.35,69.89,-0.067,2.63,Medium,0
285,chronic_low,9,11.99,5.87,72.24,-0.59,3.44,High,0
285,chronic_low,10,8.04,12.6,82.17,-0.51,2.9,High,0
285,chronic_low,11,15.52,6.86,67.52,-0.05,4.13,Medium,0
285,chronic_low,12,8.1,5.0,67.75,-0.307,3.03,Medium,0
285,chronic_low,13,16.57,3.81,73.91,-0.321,1.9,Low,0
285,chronic_low,14,13.39,10.16,71.2,-0.62,2.64,High,0
285,chronic_low,15,9.12,6.26,85.58,-0.617,1.35,High,0
285,chronic_low,16,11.46,3.12,68.99,-0.418,1.91,Medium,0
286,sudden_disengagement,1,18.83,1.71,85.42,0.265,3.43,Low,0
286,sudden_disengagement,2,18.83,3.39,85.82,0.294,3.17,Low,0
286,sudden_disengagement,3,15.64,1.52,91.46,0.164,4.91,Low,0
286,sudden_disengagement,4,19.37,0.0,87.45,0.406,1.68,Low,0
286,sudden_disengagement,5,20.03,0.3,86.76,0.253,2.34,Low,0
286,sudden_disengagement,6,17.15,0.0,79.68,0.154,4.63,Low,0
286,sudden_disengagement,7,20.23,0.0,83.12,0.394,4.27,Low,0
286,sudden_disengagement,8,1.44,11.53,22.09,-0.615,4.19,High,1
286,sudden_disengagement,9,9.04,14.11,41.35,-0.696,4.48,High,1
286,sudden_disengagement,10,4.08,21.74,44.84,-0.258,3.91,High,1
286,sudden_disengagement,11,3.58,15.87,30.82,-0.371,4.4,High,1
286,sudden_disengagement,12,9.74,19.3,29.77,-0.663,2.28,High,1
286,sudden_disengagement,13,4.27,14.25,25.42,-0.511,3.51,High,1
286,sudden_disengagement,14,5.69,15.09,30.7,-0.144,1.64,High,1
286,sudden_disengagement,15,7.05,9.21,46.66,-0.758,2.55,High,1
286,sudden_disengagement,16,1.99,20.84,47.91,-0.285,3.5,High,1
287,gradual_burnout,1,21.15,2.14,90.95,0.618,2.75,Low,0
287,gradual_burnout,2,21.83,0.0,89.94,0.539,3.44,Low,0
287,gradual_burnout,3,17.72,0.0,89.57,0.425,4.35,Low,0
287,gradual_burnout,4,18.44,2.88,87.61,0.514,2.34,Low,0
287,gradual_burnout,5,21.14,0.0,91.88,0.409,1.56,Low,0
287,gradual_burnout,6,14.62,2.14,87.42,0.372,4.97,Low,0
287,gradual_burnout,7,16.12,4.04,80.68,0.362,3.88,Low,0
287,gradual_burnout,8,21.61,1.3,83.44,0.346,3.06,Low,0
287,gradual_burnout,9,15.9,4.77,84.86,0.293,2.23,Low,0
287,gradual_burnout,10,14.91,8.35,86.1,0.212,1.4,Low,0
287,gradual_burnout,11,12.7,5.65,79.38,0.127,4.14,Low,0
287,gradual_burnout,12,14.17,4.61,81.34,0.238,4.63,Low,0
287,gradual_burnout,13,14.44,5.31,81.81,0.223,1.26,Low,0
287,gradual_burnout,14,14.05,7.3,85.73,-0.084,3.43,Low,0
287,gradual_burnout,15,10.6,6.52,85.57,-0.019,3.84,Medium,0
287,gradual_burnout,16,9.25,8.7,83.78,0.011,2.62,Medium,0
288,sudden_disengagement,1,20.3,1.92,92.42,0.546,4.14,Low,0
288,sudden_disengagement,2,21.1,3.18,92.51,0.535,1.18,Low,0
288,sudden_disengagement,3,24.67,0.65,96.9,0.52,2.19,Low,0
288,sudden_disengagement,4,22.17,1.37,90.02,0.529,3.97,Low,0
288,sudden_disengagement,5,23.05,0.0,94.64,0.505,4.35,Low,0
288,sudden_disengagement,6,21.07,0.0,86.75,0.529,1.29,Low,0
288,sudden_disengagement,7,7.84,13.24,44.12,-0.271,2.54,High,0
288,sudden_disengagement,8,7.07,10.26,47.59,-0.104,1.29,High,0
288,sudden_disengagement,9,6.41,16.48,41.78,0.078,3.33,High,0
288,sudden_disengagement,10,8.13,12.31,53.58,-0.106,4.39,Medium,0
288,sudden_disengagement,11,6.26,9.47,45.94,-0.155,2.14,High,0
288,sudden_disengagement,12,7.53,9.77,31.45,-0.098,3.23,High,0
288,sudden_disengagement,13,4.84,8.48,43.89,-0.418,1.12,High,0
288,sudden_disengagement,14,11.57,17.87,43.06,-0.339,2.28,High,0
288,sudden_disengagement,15,9.24,8.89,30.4,-0.133,2.41,High,0
288,sudden_disengagement,16,9.19,16.34,37.18,-0.278,1.09,High,0
289,gradual_burnout,1,18.61,0.36,94.33,0.351,3.82,Low,0
289,gradual_burnout,2,16.53,4.0,98.42,0.508,4.01,Low,0
289,gradual_burnout,3,17.38,1.66,94.36,0.655,4.85,Low,0
289,gradual_burnout,4,21.1,4.01,98.6,0.316,2.26,Low,0
289,gradual_burnout,5,16.5,0.2,92.17,0.437,4.43,Low,0
289,gradual_burnout,6,17.09,2.47,86.76,0.422,2.34,Low,0
289,gradual_burnout,7,16.35,3.89,87.47,0.267,1.74,Low,0
289,gradual_burnout,8,17.57,4.96,91.48,0.356,2.96,Low,0
289,gradual_burnout,9,15.36,1.57,91.73,0.282,2.47,Low,0
289,gradual_burnout,10,14.2,8.31,95.18,0.219,1.1,Low,0
289,gradual_burnout,11,13.94,5.75,86.1,0.156,3.09,Low,0
289,gradual_burnout,12,12.03,3.97,83.71,-0.025,1.08,Low,0
289,gradual_burnout,13,12.99,3.52,93.89,0.171,4.35,Low,0
289,gradual_burnout,14,9.45,7.78,82.11,-0.124,3.5,Medium,0
289,gradual_burnout,15,9.18,2.08,87.5,0.133,1.12,Medium,0
289,gradual_burnout,16,9.2,7.72,83.84,-0.135,1.65,Medium,0
290,gradual_burnout,1,17.47,4.79,90.75,0.461,3.71,Low,0
290,gradual_burnout,2,12.22,4.02,93.58,0.379,1.67,Low,0
290,gradual_burnout,3,16.56,7.09,92.46,0.186,4.08,Low,0
290,gradual_burnout,4,15.8,4.31,84.23,0.451,3.29,Low,0
290,gradual_burnout,5,15.31,7.14,84.91,0.303,2.12,Low,0
290,gradual_burnout,6,13.3,7.3,92.99,0.278,3.13,Low,0
290,gradual_burnout,7,15.24,10.68,83.78,0.161,4.86,Low,0
290,gradual_burnout,8,16.35,6.4,82.12,-0.069,3.84,Low,0
290,gradual_burnout,9,15.04,8.38,86.74,0.119,3.58,Low,0
290,gradual_burnout,10,12.93,11.27,82.57,0.127,4.98,Low,0
290,gradual_burnout,11,11.56,12.35,86.39,-0.071,4.95,Medium,0
290,gradual_burnout,12,10.2,7.61,88.0,0.046,1.71,Medium,0
290,gradual_burnout,13,7.31,8.97,76.48,0.025,4.05,Medium,0
290,gradual_burnout,14,11.56,13.68,75.58,0.097,2.44,Medium,0
290,gradual_burnout,15,11.6,11.68,75.68,-0.152,3.06,Medium,0
290,gradual_burnout,16,5.96,8.67,84.7,-0.426,3.15,Medium,0
291,sudden_disengagement,1,16.22,0.88,88.1,0.312,2.95,Low,0
291,sudden_disengagement,2,22.84,0.0,92.31,0.205,2.94,Low,0
291,sudden_disengagement,3,17.29,3.63,92.77,0.223,2.94,Low,0
291,sudden_disengagement,4,20.55,0.13,89.76,0.236,4.52,Low,0
291,sudden_disengagement,5,15.72,0.95,90.66,0.28,3.02,Low,0
291,sudden_disengagement,6,21.11,1.78,90.3,0.353,2.14,Low,0
291,sudden_disengagement,7,18.55,0.0,95.32,0.314,1.16,Low,0
291,sudden_disengagement,8,21.6,1.56,84.95,0.225,4.24,Low,0
291,sudden_disengagement,9,20.51,0.0,95.83,0.206,4.79,Low,0
291,sudden_disengagement,10,6.53,10.82,49.18,-0.704,4.85,High,0
291,sudden_disengagement,11,8.97,11.53,45.65,-0.23,3.79,High,0
291,sudden_disengagement,12,4.71,9.59,53.74,-0.411,3.26,High,0
291,sudden_disengagement,13,5.5,18.9,36.22,-0.412,3.78,High,1
291,sudden_disengagement,14,6.8,14.31,41.05,-0.365,4.8,High,1
291,sudden_disengagement,15,4.11,18.64,52.25,-0.077,3.47,High,1
291,sudden_disengagement,16,3.49,21.54,52.96,-0.595,3.33,High,1
292,consistent,1,20.65,3.42,98.22,0.349,1.02,Low,0
292,consistent,2,21.76,0.0,99.03,0.285,1.69,Low,0
292,consistent,3,19.89,4.28,88.14,0.333,2.81,Low,0
292,consistent,4,23.11,0.0,96.5,0.317,1.32,Low,0
292,consistent,5,22.29,0.0,90.53,0.396,2.12,Low,0
292,consistent,6,23.7,0.0,95.12,0.409,4.74,Low,0
292,consistent,7,21.82,0.63,93.23,0.333,2.14,Low,0
292,consistent,8,21.06,0.0,92.23,0.521,4.49,Low,0
292,consistent,9,24.19,0.66,93.89,0.067,2.16,Low,0
292,consistent,10,24.39,0.77,87.02,0.459,1.59,Low,0
292,consistent,11,19.15,0.0,89.84,0.455,2.57,Low,0
292,consistent,12,22.64,0.52,93.58,0.411,4.29,Low,0
292,consistent,13,22.47,0.12,92.78,0.445,1.9,Low,0
292,consistent,14,23.84,1.84,95.55,0.397,1.81,Low,0
292,consistent,15,22.35,2.85,93.83,0.351,1.53,Low,0
292,consistent,16,20.3,0.0,92.25,0.339,3.16,Low,0
293,consistent,1,17.16,1.38,100.0,0.885,4.67,Low,0
293,consistent,2,17.5,0.0,98.5,0.64,2.66,Low,0
293,consistent,3,15.69,0.0,98.76,0.793,1.49,Low,0
293,consistent,4,16.03,1.37,98.03,0.667,2.18,Low,0
293,consistent,5,16.81,2.56,96.2,0.761,2.79,Low,0
293,consistent,6,16.2,1.92,100.0,0.757,3.72,Low,0
293,consistent,7,19.13,0.98,97.58,0.793,3.79,Low,0
293,consistent,8,15.99,0.0,99.26,0.691,3.69,Low,0
293,consistent,9,17.08,1.14,99.36,0.731,3.98,Low,0
293,consistent,10,17.45,1.41,98.07,0.825,3.48,Low,0
293,consistent,11,14.31,2.27,97.9,0.587,2.88,Low,0
293,consistent,12,21.27,0.29,96.68,0.727,4.36,Low,0
293,consistent,13,18.71,0.57,98.69,0.782,4.86,Low,0
293,consistent,14,18.98,2.85,99.73,0.781,3.44,Low,0
293,consistent,15,18.07,1.92,100.0,0.757,2.69,Low,0
293,consistent,16,19.14,0.0,99.06,0.878,2.36,Low,0
294,sudden_disengagement,1,21.06,0.55,90.43,0.584,2.47,Low,0
294,sudden_disengagement,2,18.01,0.0,84.07,0.591,1.89,Low,0
294,sudden_disengagement,3,17.84,2.97,90.1,0.436,2.88,Low,0
294,sudden_disengagement,4,20.76,0.0,84.5,0.416,1.13,Low,0
294,sudden_disengagement,5,20.02,2.85,86.0,0.418,4.54,Low,0
294,sudden_disengagement,6,16.84,0.0,83.27,0.432,2.07,Low,0
294,sudden_disengagement,7,19.82,0.0,86.79,0.592,2.6,Low,0
294,sudden_disengagement,8,18.16,0.0,86.46,0.409,3.77,Low,0
294,sudden_disengagement,9,2.31,12.78,46.27,-0.447,4.18,High,0
294,sudden_disengagement,10,5.37,19.27,35.41,-0.169,4.45,High,0
294,sudden_disengagement,11,7.29,19.09,31.7,-0.467,3.87,High,1
294,sudden_disengagement,12,6.64,12.57,43.14,-0.095,1.28,High,1
294,sudden_disengagement,13,10.0,19.65,34.98,-0.455,1.79,High,1
294,sudden_disengagement,14,8.88,16.35,33.19,-0.406,3.16,High,1
294,sudden_disengagement,15,7.22,12.65,52.11,-0.004,4.77,Medium,1
294,sudden_disengagement,16,5.64,14.57,47.12,-0.148,1.31,High,1
295,gradual_burnout,1,20.01,1.59,84.31,0.312,3.24,Low,0
295,gradual_burnout,2,17.69,3.04,79.26,0.154,1.39,Low,0
295,gradual_burnout,3,20.81,2.61,81.02,0.106,3.96,Low,0
295,gradual_burnout,4,20.86,2.64,79.73,0.285,1.2,Low,0
295,gradual_burnout,5,16.72,1.34,82.47,0.28,1.15,Low,0
295,gradual_burnout,6,17.4,0.0,72.59,0.089,3.97,Low,0
295,gradual_burnout,7,17.4,2.29,73.62,-0.039,1.73,Low,0
295,gradual_burnout,8,13.38,4.84,75.8,-0.112,3.4,Low,0
295,gradual_burnout,9,16.23,6.14,76.22,0.142,2.0,Low,0
295,gradual_burnout,10,14.68,8.5,70.09,0.021,2.34,Low,0
295,gradual_burnout,11,19.16,5.18,74.42,0.081,2.9,Low,0
295,gradual_burnout,12,13.24,3.91,66.39,-0.208,4.97,Medium,0
295,gradual_burnout,13,15.75,6.24,75.08,-0.159,2.83,Low,0
295,gradual_burnout,14,11.75,5.94,77.47,-0.289,4.22,Medium,0
295,gradual_burnout,15,14.57,8.84,63.45,-0.048,1.92,Medium,0
295,gradual_burnout,16,10.75,12.5,70.75,-0.218,3.39,Medium,0
296,gradual_burnout,1,25.24,3.51,93.16,0.281,4.31,Low,0
296,gradual_burnout,2,19.47,1.58,91.29,0.142,1.59,Low,0
296,gradual_burnout,3,24.15,6.83,85.03,0.263,2.42,Low,0
296,gradual_burnout,4,19.8,0.62,86.75,0.257,2.59,Low,0
